delinquency_status,delinquency_status_3m,delinquency_status_6m,delinquency_status_12m,credit_inquiry,credit_inquiry_3m,credit_inquiry_6m,credit_inquiry_12m,open_trade,open_trade_3m,open_trade_6m,open_trade_12m,gender,race,race_category,status,log_mortgage,log_card_balance,log_card_balance_3m,log_card_balance_6m,log_card_balance_12m,bin_card_util,bool_dda_bal_9m,bin_amt_past_due
5,5,5,5,3,0,0,7,0,0,0,2,0,1,White,0,13.162507414163146,7.077649940767964,7.219766483339042,7.1608847257866035,7.1189638914107976,2,1,2
2,2,2,2,0,0,0,0,0,0,0,0,1,1,White,1,12.850790951647692,6.1513487587830005,6.704977921620778,8.012326444890482,7.5018829085189305,0,0,0
2,2,2,2,0,0,0,0,0,0,0,0,1,1,White,1,12.855560999062789,7.711181857637549,8.232094445966727,7.77308529273807,8.071177926836507,2,0,2
5,5,5,5,1,0,0,8,0,0,0,4,1,1,White,1,12.565238843716505,6.8206493520682585,7.057036981697891,6.662775033058753,7.446427560494786,1,0,1
3,3,3,3,1,0,3,0,0,0,1,0,0,1,White,1,12.514383658199325,5.0142288296063855,5.865192456165049,6.5121761432205325,6.7407557382859675,0,0,0
0,0,1,1,0,0,4,8,0,0,2,6,0,1,White,0,12.864547244488623,6.0468282959440876,6.680453092519068,6.849564567800701,7.135121900569219,1,0,0
0,5,5,5,1,4,3,0,1,4,2,0,0,1,White,1,12.900802223438792,5.838721209842783,5.781082964345989,5.9609280170463315,6.197197408162398,1,0,0
0,2,2,3,0,2,0,6,0,2,0,4,1,1,White,0,12.29653870240216,7.860748170499199,7.033100758253043,6.580680745295884,7.479130227612171,3,0,0
0,0,0,2,1,1,0,4,0,0,0,0,1,1,White,1,12.44464279267796,5.22805583350737,6.860317699657262,6.856188262925702,7.088734268268861,0,1,0
4,4,4,4,2,1,4,3,1,0,2,1,1,1,White,1,12.283349192444675,5.56662546981662,6.5883485939472175,6.802705826050396,7.189039428302139,0,1,0
0,0,1,1,0,2,3,0,0,1,2,0,1,1,White,1,12.63937539916368,8.17391101973313,7.833338699767821,7.346390782647592,7.631577143810001,3,0,0
0,2,2,2,0,1,2,7,0,0,1,1,0,1,White,0,12.095993961243842,6.2532132375332585,7.086152478883935,7.1621726658814655,7.117367696011995,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,1,12.838851371460068,6.073021492360292,6.0260350416581465,5.953814599656076,5.556441886757492,2,1,0
0,0,1,1,0,0,0,0,0,0,0,0,1,1,White,1,12.761354971854797,6.348789279888211,5.60782208351029,6.167285856327778,6.382729305815005,0,0,0
0,1,1,1,0,1,3,0,0,0,1,0,0,1,White,0,12.635617918558316,7.004854766111811,6.0804593724294875,5.859160971835714,6.625790166859585,3,0,0
0,0,0,1,0,2,0,9,0,1,0,3,1,1,White,1,12.460566209444375,7.151383577836783,6.558382182976322,6.121395716700013,6.3981455823437114,3,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,White,1,12.55238251217032,7.7977513156165745,7.375869624655065,7.578779542454312,7.195997194692432,3,0,0
0,1,1,1,0,0,4,0,0,0,1,0,0,1,White,1,12.352337096351029,6.472562654400982,6.316081067352825,6.590479603683278,6.68139405651194,2,0,0
0,0,3,3,0,1,3,4,0,0,2,3,1,1,White,1,12.982267284207001,6.336135227316808,6.027627706087471,7.293996792122543,7.673320790770478,0,0,0
4,4,4,4,0,1,0,0,0,1,0,0,0,1,White,1,12.6752971588439,5.706146345178138,6.229654333960758,5.912069546293729,6.861344781159474,0,0,0
4,4,4,4,2,0,0,3,1,0,0,2,1,1,White,1,12.479142401190032,7.458497527544875,6.754114469149079,6.809635154979804,6.536097218084247,2,1,1
1,5,5,5,1,4,4,8,0,2,0,4,1,1,White,0,12.459672343924408,7.991687000180296,7.550939858336878,7.576548289673512,7.205887557328737,3,1,2
1,1,1,1,0,0,0,0,0,0,0,0,0,1,White,1,12.530404014895685,4.782395445357297,5.697596715569115,5.541498811598753,5.409545633233746,0,0,0
2,2,2,2,0,0,0,0,0,0,0,0,0,1,White,0,12.600979039424205,6.627300360954814,5.885047918403492,6.120824752413689,5.942300563076611,3,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,White,1,12.539582606083654,7.332604626220763,7.182245723247469,7.524204983669578,7.570247356582448,2,0,0
0,0,0,1,0,0,0,5,0,0,0,2,0,1,White,1,12.690792581785528,6.165732930640055,5.835307689584635,6.228471555081345,6.57175093288308,2,0,0
4,4,4,4,2,0,2,4,2,0,1,4,1,1,White,1,12.369979818471956,8.021180643629446,7.667878632191588,8.134356127117858,8.069207772464708,2,0,2
5,5,5,5,2,2,3,7,1,1,0,4,1,1,White,0,11.735729758743107,7.998526909871086,7.780516186805871,7.603139954482274,7.646592585459198,3,0,2
0,0,0,0,1,0,0,4,1,0,0,2,1,1,White,1,12.152925370424082,7.87344932034704,7.295931796952759,6.934630872987492,6.597609441546067,3,0,0
2,2,2,2,1,2,0,0,1,0,0,0,1,1,White,1,12.617717917026434,7.724570367542194,7.558182832321921,7.352992230394738,6.9514754696716805,2,0,2
0,0,0,0,0,0,0,0,0,0,0,0,1,1,White,1,12.581915275036165,6.325003915644557,6.715989263360183,7.4420884231501665,7.258658599097619,0,0,0
4,4,4,4,1,0,0,4,0,0,0,2,1,1,White,1,12.353794605347368,7.249165304632974,6.832363406057361,6.97510546867248,7.490367468235453,1,0,1
1,1,1,1,0,0,0,0,0,0,0,0,1,1,White,0,12.742598208509015,7.4728758875520045,6.723423703453316,6.4923307399793995,6.715540949678501,3,0,2
0,0,2,5,1,2,4,6,1,2,4,3,1,1,White,1,12.833797154206446,7.859806899559721,7.7808503681274095,7.468570347493042,7.683118189107825,3,0,0
0,1,1,1,0,0,0,0,0,0,0,0,1,1,White,1,12.331833462782484,6.08235588729605,6.344969471840892,7.425191007787734,7.456385228683062,0,1,0
0,1,1,1,1,2,0,0,0,1,0,0,1,1,White,1,13.356552010608107,6.770020779954034,6.742833464868052,6.322637050634291,6.832816192317643,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,White,1,12.891596567752197,6.280114900624311,7.231735528906324,7.335014494125971,7.574845917222301,0,0,0
0,1,1,1,0,2,2,5,0,0,1,4,1,1,White,0,12.521135616331026,7.957355878946067,7.3184599698047785,6.975647545025056,6.645610990318195,3,0,0
3,3,3,3,0,0,2,0,0,0,2,0,1,1,White,1,12.337283478988768,8.018957974789537,7.644570001648937,7.333402027519249,7.556804270820284,3,1,1
5,5,5,5,3,3,5,7,2,1,4,4,0,1,White,0,12.38561960669118,5.948478754931823,5.901567191503521,5.3315103339038,6.522254549793535,1,0,0
2,2,2,2,0,0,2,0,0,0,1,0,0,1,White,1,12.928573048949243,4.610356712675391,5.142657214707572,5.829357297564267,5.839536395633821,0,0,0
1,1,1,1,0,0,3,5,0,0,2,4,0,1,White,0,12.418944786050568,8.250173507279142,7.9591187150496365,8.248997356345344,8.186397612045093,3,1,2
5,5,5,5,2,4,2,7,2,2,1,4,1,1,White,0,12.700875040268448,8.142389190409682,7.8242659866598405,8.225580738461755,7.99009928718552,2,0,2
0,0,0,1,0,3,3,8,0,3,2,4,1,1,White,1,12.944860344853724,6.675974534272264,7.58223428850699,7.271321423958596,6.864983468138228,1,0,0
5,5,5,5,0,3,4,6,0,2,3,2,1,1,White,0,12.789479036580252,7.142163148974423,7.036491442852337,7.359353054988472,7.601861999036783,2,0,2
4,4,4,4,0,0,0,0,0,0,0,0,0,1,White,0,12.206153242282168,6.360956994757329,6.365249771738072,6.512844279812502,6.4173693344536025,2,0,1
0,1,1,1,0,0,0,0,0,0,0,0,1,1,White,1,12.467286325251907,6.48530676583356,6.403309262180185,7.36051737353246,7.326439297704582,0,0,0
4,4,4,4,2,3,4,8,2,1,2,5,0,1,White,0,12.453406556497594,5.335613151291733,5.913286766043958,6.376811978297045,6.064459399974232,0,1,0
4,4,4,4,2,1,2,5,1,0,1,4,0,1,White,1,12.24060546458134,6.963908743585268,6.253559544557132,6.481025675569248,6.20364825818585,2,0,2
1,1,1,1,0,0,0,0,0,0,0,0,1,1,White,0,12.24514762691125,7.316548177182976,7.348806297215294,7.260206314767647,7.319818571118528,2,0,1
1,1,1,1,1,2,0,0,1,1,0,0,0,1,White,0,12.108875551622614,7.0471258404299455,6.304229399927226,5.983785135764113,6.699044571290193,3,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,White,1,12.946092247804513,5.956251791352238,5.795540899895742,5.872596548091654,6.027024722506533,1,1,0
1,1,1,2,0,1,3,4,0,1,0,1,0,1,White,0,12.101314837096742,5.396033740054106,5.915743736567841,5.525014596061544,5.740435792304236,0,1,0
5,5,5,5,3,1,6,6,2,1,3,3,0,1,White,0,12.321792576671472,7.0668252677154575,6.382492607418377,6.288267398509082,6.68730808921567,3,1,2
0,0,0,1,0,0,0,5,0,0,0,1,1,1,White,1,12.617233700887189,7.557702640235863,7.95374005024956,7.877510945525243,7.2886954271121125,2,0,0
0,0,0,2,1,0,4,6,1,0,1,3,1,1,White,0,12.6264113906505,8.226391591628033,7.8034309736445255,7.964249594823879,7.476415754419079,3,0,0
4,4,4,4,0,0,0,0,0,0,0,0,1,1,White,1,12.648872009061424,6.476726178742698,6.306019779856304,7.215026720698102,7.067831226828772,1,0,0
0,0,0,0,0,3,0,7,0,2,0,4,0,1,White,1,12.726536412810074,6.887348469204475,6.788825335878776,6.844389403360317,6.778238673446552,3,0,0
0,0,0,0,0,2,3,0,0,1,0,0,1,1,White,1,12.827415130127338,7.447389909400094,8.015571745613112,8.06626722085808,7.726803565428567,1,1,0
2,2,2,2,1,1,2,6,1,1,1,2,1,1,White,1,12.170203573347923,4.6315199613108735,6.67679374673986,6.4173693344536025,7.131314743792337,0,0,0
0,3,3,3,0,2,0,8,0,1,0,3,1,1,White,1,12.439771809823895,5.668224379255487,5.6513306146537765,6.836892803731878,6.444957624226728,0,0,0
0,0,0,1,0,0,0,4,0,0,0,3,0,1,White,1,12.575998724096213,6.566981805289108,6.592756821524254,6.64929538254036,6.8134665772913605,2,0,0
2,2,2,2,0,1,3,5,0,1,1,4,0,1,White,0,12.649192497712074,6.774806573705222,6.594372419235945,6.660523932138838,6.252385462756222,3,0,0
0,0,0,1,0,1,3,5,0,0,0,2,1,1,White,1,12.440143950853969,7.033330101890203,7.869711297678199,7.726300868936416,7.758956938193038,0,0,0
0,0,0,1,0,0,0,6,0,0,0,4,1,1,White,0,12.460825245408392,7.681343549389363,7.572559567781689,7.241330466061976,6.8376439250840155,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,0,12.90524126081003,4.107425301760631,5.434245883772281,5.016352254425485,5.61316460207246,0,0,0
0,0,0,1,1,2,2,7,0,2,1,2,0,1,White,1,12.683511130115273,6.111179049614113,5.576857781082534,5.25028191750948,5.310245937413311,2,0,0
5,5,5,5,2,1,3,7,2,0,1,3,1,1,White,0,12.44586688159234,5.546894719119057,6.579709440340795,6.937547063789873,6.584086724275949,0,0,0
4,4,4,4,2,2,0,0,0,2,0,0,1,1,White,1,12.40632800929951,6.5059783611309845,7.072345561745777,7.76166835337032,7.486686180440225,0,0,1
0,0,1,1,0,0,0,0,0,0,0,0,1,1,White,0,12.341288006982968,7.7828406095117,7.244463202112817,7.205583207725197,7.255711323544635,2,0,0
0,2,2,2,0,3,3,7,0,2,0,6,0,1,White,1,12.317807695603403,6.822099346598646,6.459246961281008,6.429961384261339,6.6019906989795905,3,0,0
2,2,2,2,0,2,2,4,0,1,1,2,0,1,White,0,12.279885263356814,5.011035214117583,6.017424648777514,6.1240705116560035,6.326006350212247,0,0,0
1,1,1,1,0,3,3,0,0,2,2,0,1,1,White,0,12.310546167925759,6.124924062149373,7.427501000122686,7.1866211022669475,7.103330286176509,0,0,0
0,0,2,2,0,1,5,7,0,0,2,3,1,1,White,0,12.124976195364974,7.484127041068958,6.905222073123781,6.853309652792416,7.462025375564236,2,1,0
0,1,1,1,0,0,2,0,0,0,1,0,1,1,White,1,12.225931692803345,8.528702702156066,8.402370270294732,8.522107098375523,8.358938100003886,3,1,0
0,0,0,0,0,0,0,5,0,0,0,3,1,1,White,1,12.400220577585527,6.517109815472251,7.502743726459441,7.885186264417709,7.931730224635261,0,0,0
0,0,0,0,0,0,0,4,0,0,0,3,1,1,White,1,12.537664025842137,5.902606010623731,6.396162694510294,7.037106697675127,7.367171812182774,0,0,0
2,2,2,2,1,3,2,0,0,1,0,0,1,1,White,0,12.63412421488891,7.4203992485549115,7.103831801008427,8.090120307711622,7.9809882193108495,1,0,0
0,0,0,0,0,0,2,6,0,0,2,3,0,1,White,1,12.329690359629824,5.848604059194941,5.48380058667957,4.885298802784958,5.643572350257175,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,1,12.547749955082486,5.16432872654472,4.476313563863087,4.645640118541804,4.332573750954351,2,0,0
0,0,0,1,0,0,3,6,0,0,2,2,0,1,White,1,12.515043005843633,7.244577454367638,6.839604909633426,6.799679970495602,6.744447803369461,2,0,0
0,0,0,3,0,0,2,7,0,0,2,3,1,1,White,1,12.4555422453833,6.164514084610123,5.461116256853128,5.738763443551447,6.4801519181269605,1,0,0
2,3,3,3,0,3,1,0,0,1,0,0,1,1,White,1,12.068598404369972,5.9342061282677,6.736741547070843,6.436438788310859,6.9626600441514235,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,White,0,12.254517369089486,7.993201271118488,7.225932608268841,6.888908794435758,7.377102442801587,3,0,0
1,1,1,4,0,0,0,4,0,0,0,1,1,1,White,1,12.640476363600403,6.9581346558742885,8.061228158330293,7.83890703676264,7.2034799230771025,0,0,2
0,2,2,2,1,0,2,0,1,0,2,0,1,1,White,1,12.438826034092619,6.472392661277568,5.806730081589738,5.499092602000238,5.479680130513679,1,0,0
0,5,5,5,0,3,3,9,0,1,2,5,0,1,White,0,12.22783638779839,3.1565747986708215,6.414376568819867,6.383151842222802,6.070807009667125,0,0,0
0,0,1,1,0,0,0,5,0,0,0,3,1,1,White,1,13.222297667693422,7.8991275089797925,7.863255185481466,7.723818963043497,7.373801086373528,2,0,0
0,4,4,4,1,6,4,3,0,1,3,2,0,1,White,0,12.497044513166786,4.1067670822206574,5.1755280704554165,6.307588293191066,6.324538157794388,0,1,0
2,3,4,4,1,4,2,0,1,3,1,0,0,1,White,0,12.317488117883327,5.646329899908116,4.7678840964758376,4.625560875635825,5.626469371553531,1,1,0
0,0,1,1,0,0,0,0,0,0,0,0,1,1,White,1,12.625704825095776,6.495416601930801,6.368684489775844,6.118141249934485,6.521916312009151,2,0,0
0,1,1,1,0,0,4,0,0,0,1,0,1,1,White,1,12.396666269244232,6.826913919137508,7.93921942218093,7.391026749853754,7.179315591426207,1,0,0
0,4,5,5,1,3,7,6,0,1,5,3,1,1,White,1,12.636251731854122,7.661536493078933,7.412250910553256,7.183870715062453,7.904371755394193,2,0,0
4,4,4,4,0,1,0,7,0,0,0,3,1,1,White,1,12.458660817810213,5.888323788188469,5.3992932838880385,5.702448251643064,6.5415204993656415,0,1,0
3,3,4,4,2,2,4,7,0,1,2,4,1,1,White,0,12.480622136887174,6.994254024598754,6.491527460129599,6.426957603055114,7.171810420802761,2,0,1
0,0,0,5,0,0,4,7,0,0,2,3,0,1,White,1,13.087436514069351,7.64079121873368,7.671388881793274,7.629766845975488,7.415042650509849,3,0,0
3,3,4,4,0,1,4,1,0,1,2,0,1,1,White,1,12.414135776756732,7.000197714371696,6.732877945077416,7.162715276316,7.106081409917807,2,0,1
1,1,1,1,0,0,0,5,0,0,0,2,1,1,White,0,12.114137493905446,8.576732989730258,8.312655473094145,7.974615428469532,7.325017196969813,3,0,2
1,2,2,2,0,1,0,0,0,0,0,0,1,1,White,1,13.14681943518855,7.41860090254813,7.18420449850079,6.969405257293826,7.419728244300011,1,0,2
1,4,4,4,1,6,10,8,0,3,7,5,0,1,White,0,12.552820442996978,5.001190835268256,5.89740108982207,5.369660806616172,5.331123318273214,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,1,White,1,12.547297499125966,6.842373735934762,7.385206108862922,7.5822954172492345,7.77283692344955,1,0,0
0,0,2,2,0,3,4,0,0,3,2,0,0,1,White,1,12.501902410206466,6.131248228377284,6.951121234886907,6.442062345323486,7.0051995436429895,1,1,0
0,0,0,0,0,0,0,8,0,0,0,4,0,1,White,1,12.810687338252292,4.9528649283460435,6.328829242512215,5.854670695589989,5.930492990116498,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,White,1,12.311549064470954,7.30575257224278,7.07717732703649,7.806154915418425,7.770919458129714,1,0,0
0,0,0,2,0,0,6,0,0,0,3,0,0,1,White,0,12.608657075131935,6.69633029624711,6.694364019110606,6.316406276483228,6.155919102073512,3,0,0
5,5,5,5,7,0,0,0,5,0,0,0,0,1,White,0,12.596078641607335,6.180968581377955,6.286984572397765,6.785350328715052,6.555826198454279,1,1,0
0,0,2,2,0,0,0,0,0,0,0,0,1,1,White,1,12.414140893324948,8.370037986101366,8.554625768344883,8.020277047419585,8.168316334636264,2,1,0
4,4,4,4,1,2,0,4,0,2,0,2,1,1,White,0,12.685578949753067,6.91624910410106,7.036790328188083,6.723014798950873,7.120242250107818,2,0,1
1,2,2,2,0,0,3,0,0,0,1,0,0,1,White,1,12.10089666839962,7.033647567809376,7.304542845896614,6.885478994717709,6.910122474961615,2,0,2
0,0,0,1,0,0,3,5,0,0,0,2,0,1,White,0,12.42203982819804,5.381922950402833,5.972663917644264,5.7408534428653,5.491496433342773,1,1,0
1,1,1,1,0,0,2,0,0,0,1,0,1,1,White,0,13.13717748465958,7.4516190818249255,7.275892281824302,6.9210366892880515,6.726089507114236,2,0,1
0,2,2,2,0,2,3,4,0,1,0,3,1,1,White,1,12.80623335188953,6.092982690298331,7.363780412702002,7.123197249109308,7.21608520965707,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,White,1,12.711468152863292,7.017631583101984,6.740531179867333,6.345145012066386,6.844762229654215,2,0,0
5,5,5,5,0,2,3,5,0,1,2,3,1,1,White,1,13.41664713569617,6.613612380268119,6.976404091287516,7.14199701696238,7.614859603871268,1,0,0
0,0,0,0,1,0,0,0,1,0,0,0,0,1,White,0,12.380762614025093,6.208026487056637,6.059823884621325,5.722538803138645,5.587211204515341,2,1,0
0,2,2,2,0,2,0,0,0,1,0,0,1,1,White,0,12.604223469359518,7.439858911721542,7.271196281435002,7.0126286760169485,6.814762412132972,3,0,0
0,0,1,1,0,0,1,7,0,0,0,2,0,1,White,0,12.795490340690097,6.631830484728514,6.055706149169446,5.8923345812007915,5.951917780805149,3,0,0
1,1,1,1,1,0,0,0,0,0,0,0,1,1,White,1,12.421810804486356,7.356707626687351,7.868307842347882,8.001455523289227,8.019145580009463,2,0,2
2,2,2,2,1,0,0,0,1,0,0,0,0,1,White,1,12.943021927676948,6.821848745973012,7.223937340903819,6.587921846513271,7.029326685247924,2,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,1,12.238945271376512,5.923533611567408,6.832406537392282,6.263017237629879,6.46602029970094,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,1,12.340982924553742,6.821608982248115,6.714752884579914,6.443049590829699,6.789793477348068,2,0,0
1,1,1,1,0,0,5,0,0,0,4,0,0,1,White,0,12.587102701209833,5.255722968915616,6.0101390873727905,6.041040117051249,6.289604247458597,0,0,0
0,0,0,0,0,0,0,5,0,0,0,3,0,1,White,0,12.35596798422226,6.34805448743401,5.507767590730244,5.3603057638821054,5.831354478679247,3,1,0
0,2,2,2,0,2,0,7,0,1,0,3,0,1,White,1,12.667997289986962,5.571012696691494,6.031502234139513,5.954152012224002,5.903698339851107,0,1,0
1,1,1,1,1,0,0,0,0,0,0,0,0,1,White,0,12.756547467559665,5.377128546972327,5.162726712241688,5.28872147287459,4.912507816098313,1,0,0
0,4,4,4,1,3,3,0,0,2,1,0,0,1,White,0,12.282281830018842,6.231740497162493,6.808785410679621,6.540943415355051,6.257801678508947,1,0,0
3,5,5,5,1,2,4,10,0,1,2,5,1,1,White,0,12.490543818557299,6.184004550624014,5.495732769289515,5.376805019596778,6.260250456300893,1,0,0
0,0,0,2,0,2,0,0,0,0,0,0,0,1,White,1,12.185783250781938,5.988610478125076,6.553106851699321,6.653146860037349,6.376965014796549,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,1,12.757618674656415,5.596865192310124,5.377405772867,5.411378158832051,4.994438159193685,2,0,0
2,2,2,2,0,0,0,0,0,0,0,0,0,1,White,1,12.62832456341517,6.456534149035768,6.943990771564232,7.352306475797503,7.166729187297174,1,0,0
